age,education-num,race,sex,capital-gain,capital-loss,hours-per-week,R
30,13,1,1,0,0,40,0
20,7,1,1,0,0,40,0
60,9,1,1,0,0,10,0
30,13,1,1,0,0,50,0
20,13,1,0,0,0,50,0
30,9,1,0,0,0,40,0
50,9,1,1,0,0,85,0
60,7,1,1,0,0,20,0
40,13,1,1,15024,0,50,1
20,10,0,0,0,0,30,0
19,9,1,1,0,0,40,0
30,9,1,0,0,0,35,0
40,9,1,1,0,0,40,0
30,9,1,1,0,0,72,0
50,9,0,0,0,0,40,0
40,9,0,0,0,0,28,0
50,13,1,1,0,0,40,0
17,6,1,1,0,0,40,0
20,9,1,1,0,0,40,0
40,9,1,1,7688,0,50,1
30,10,1,1,0,0,40,0
30,9,1,1,0,0,35,0
50,9,1,1,3103,0,40,0
20,13,1,1,0,0,40,0
40,11,1,1,0,0,40,0
40,9,1,0,0,0,40,0
20,9,1,1,0,0,40,0
20,7,1,1,0,0,15,0
30,9,1,0,0,0,40,0
40,9,1,0,0,0,25,0
40,9,1,0,0,0,40,0
40,9,1,0,0,0,40,0
40,13,1,1,0,0,42,1
30,9,1,1,0,0,35,0
50,10,1,1,0,0,65,0
50,9,1,1,0,0,40,0
30,3,1,1,0,0,60,0
30,9,1,0,0,0,40,0
30,10,0,0,0,0,45,1
20,13,1,1,0,1887,40,1
30,9,1,1,0,0,45,0
50,4,1,0,0,0,40,0
30,13,1,1,15024,0,40,1
40,9,1,1,0,0,40,0
20,7,1,1,0,0,50,0
30,10,1,0,0,0,40,0
40,9,1,0,0,0,35,0
30,13,1,0,0,0,50,1
40,9,0,1,0,0,25,0
20,13,0,1,0,0,15,0
50,10,1,1,7298,0,40,1
19,10,1,1,0,0,40,0
20,10,0,0,0,0,40,0
30,13,1,0,0,0,40,0
40,9,1,1,0,0,40,0
17,7,1,0,0,0,16,0
40,13,1,1,0,0,50,0
20,9,0,1,0,0,40,0
50,7,0,0,0,0,10,0
60,10,1,0,0,0,8,0
20,9,1,1,0,0,44,0
20,9,1,0,0,0,32,0
30,14,0,0,15024,0,2,1
60,6,0,0,0,0,90,0
30,9,1,0,0,0,38,0
19,7,1,1,0,0,40,0
30,13,1,1,0,0,40,0
30,5,1,1,0,0,40,0
40,10,1,1,0,0,40,0
40,10,1,0,0,0,48,1
70,9,1,0,0,0,33,0
40,9,1,1,0,0,50,0
18,9,1,1,0,0,25,0
70,11,1,0,0,0,25,0
30,9,0,1,0,0,44,0
18,6,1,1,0,0,40,0
60,9,1,0,0,0,15,0
20,10,1,0,0,0,20,0
30,9,1,1,0,0,40,0
50,9,1,0,0,0,40,0
18,14,1,0,0,0,60,0
30,9,1,1,0,0,46,1
40,9,1,1,0,0,40,0
50,15,0,1,27828,0,40,1
60,9,1,1,0,0,24,0
40,13,1,1,0,0,40,0
40,11,1,1,0,0,50,0
19,9,1,0,0,0,40,0
30,10,1,0,0,0,40,0
40,11,1,0,13550,0,40,1
30,9,1,1,0,0,40,0
40,12,1,1,0,2444,70,1
30,14,1,0,0,0,70,1
40,10,0,1,0,0,50,0
20,10,1,1,0,0,40,0
60,14,1,1,0,0,2,1
50,5,1,1,0,0,40,0
40,9,0,0,0,0,25,0
50,5,1,1,0,0,25,0
40,15,1,1,0,0,50,1
40,7,1,1,0,0,50,0
40,9,1,1,0,0,40,0
20,10,1,0,0,0,40,0
30,9,1,1,0,0,40,0
20,9,1,1,0,0,45,0
40,10,1,1,0,1980,45,0
50,13,1,1,0,1887,40,1
18,9,1,1,0,0,25,0
30,11,1,0,0,0,40,0
30,13,1,1,0,0,40,0
20,13,1,0,0,0,38,0
20,9,1,1,0,0,40,0
20,7,0,0,0,1762,40,0
30,5,1,1,114,0,55,0
40,10,1,0,0,0,40,0
30,13,0,1,1471,0,40,0
30,10,1,1,0,0,40,0
30,10,0,1,0,0,40,0
40,9,1,1,0,0,40,0
30,13,1,1,0,0,38,0
30,13,1,0,0,0,40,0
20,10,1,1,0,0,40,0
60,11,1,1,0,0,48,1
19,10,1,1,0,0,32,0
18,9,1,0,0,0,8,0
50,14,1,1,0,0,40,0
30,12,1,1,0,0,45,0
20,9,1,1,0,0,40,0
30,10,1,0,0,0,40,0
50,9,0,0,0,0,20,0
40,15,1,1,0,0,60,1
40,10,1,1,0,0,40,0
30,9,0,0,0,1573,35,0
40,15,1,1,0,0,50,1
30,13,1,0,0,0,35,0
30,10,1,1,0,0,40,0
40,11,1,1,0,0,40,0
50,14,1,1,0,0,60,0
17,9,1,1,0,0,20,0
50,9,1,0,0,0,45,0
20,9,1,0,0,0,25,0
20,10,1,1,0,0,40,0
20,10,1,0,0,0,35,0
40,7,1,0,0,0,34,0
20,4,1,0,0,0,40,0
40,7,1,0,0,0,40,0
40,13,1,1,15024,0,40,1
40,14,1,1,0,0,50,1
30,11,1,0,0,0,40,0
18,7,1,1,0,0,25,0
19,10,0,0,0,0,18,0
30,9,1,1,0,0,40,0
30,10,1,0,0,0,48,0
30,12,1,1,0,0,40,0
30,1,1,1,0,0,24,0
50,11,1,1,0,1740,50,0
40,10,1,1,0,0,50,0
60,9,1,0,2414,0,5,0
30,9,1,1,0,0,44,0
20,5,1,1,0,0,52,0
30,10,0,1,0,0,40,0
30,9,1,0,0,0,35,0
40,5,1,0,0,0,40,0
30,9,1,1,0,0,40,0
40,10,0,1,0,0,40,0
50,9,1,1,0,0,35,0
20,13,0,0,0,0,40,0
40,10,1,1,0,0,50,0
30,13,1,0,0,0,32,0
30,14,1,1,0,0,40,0
30,8,1,1,0,0,40,0
30,13,1,1,15024,0,55,1
50,2,1,1,0,0,35,0
40,14,1,0,914,0,40,1
20,13,1,0,0,0,35,0
20,9,0,0,0,0,40,0
30,15,1,1,0,0,40,0
30,9,1,0,3887,0,40,0
40,9,0,0,0,0,35,0
20,9,1,0,0,0,35,0
20,14,1,1,0,0,25,0
30,9,0,0,0,2001,40,0
19,10,1,1,0,0,20,0
30,12,0,1,0,0,40,0
20,13,1,0,0,0,40,0
50,9,1,1,0,0,40,0
50,9,1,0,0,0,10,0
40,13,1,1,0,0,45,0
30,9,1,0,0,0,40,0
20,10,1,0,0,0,48,0
18,7,0,0,0,0,25,0
20,3,0,1,0,0,40,0
40,9,0,1,0,0,35,0
40,11,0,0,0,0,63,0
40,14,1,0,0,0,40,1
20,13,1,1,0,0,45,0
40,9,1,1,0,0,45,0
30,11,0,0,0,0,43,0
50,9,1,1,0,0,38,0
40,10,1,1,0,0,40,0
30,13,1,1,0,0,40,0
40,9,1,1,3411,0,35,0
40,9,1,1,0,0,50,0
30,10,1,1,0,0,40,0
60,13,1,1,99999,0,40,1
50,11,0,0,0,0,48,0
50,9,1,0,0,0,50,0
18,8,1,1,0,0,55,0
30,14,1,0,0,0,40,1
30,6,1,1,0,0,40,0
20,13,1,1,0,0,30,0
40,10,1,0,0,0,40,0
30,10,1,0,0,0,38,0
40,13,1,1,0,0,40,0
40,13,1,1,0,0,40,0
20,9,1,1,0,0,40,0
19,7,1,1,0,0,30,0
30,13,1,0,0,0,40,0
20,15,1,1,0,0,50,0
40,13,1,1,3103,0,40,0
20,10,1,1,0,0,40,0
30,14,1,1,0,0,65,1
40,13,1,1,0,0,20,0
20,9,0,1,0,0,40,0
20,13,1,0,0,0,20,0
30,16,1,1,0,0,35,0
30,12,1,1,0,0,40,0
40,14,1,1,0,0,45,0
20,9,0,0,0,0,30,0
30,9,0,0,0,0,40,0
30,9,1,1,0,0,40,0
50,13,1,1,0,0,25,0
40,9,1,1,0,0,40,0
30,10,0,1,0,0,50,0
50,9,1,1,0,0,70,0
60,14,1,1,0,0,55,0
40,14,1,0,0,0,48,1
30,5,1,1,0,0,40,0
50,10,1,1,0,0,40,0
40,3,1,1,0,0,20,0
40,13,1,1,0,0,50,0
19,9,1,0,0,0,15,0
40,4,1,1,0,0,40,0
30,10,1,1,0,0,65,0
30,10,1,1,5178,0,50,1
30,4,1,1,0,0,38,0
30,9,1,1,0,0,40,0
20,9,0,1,0,0,48,0
20,9,1,0,0,0,30,0
30,14,1,1,0,0,45,1
30,14,1,0,0,0,40,1
30,9,1,1,15024,0,80,1
30,14,1,1,0,0,40,0
50,9,0,0,0,0,40,0
30,4,1,1,0,0,50,1
19,9,0,1,0,0,40,0
30,10,0,0,0,1740,40,0
40,14,1,1,0,0,55,0
30,9,1,0,0,0,40,0
30,13,1,1,0,0,80,0
20,9,1,0,0,0,36,0
50,13,1,0,14084,0,40,1
20,13,1,0,0,0,60,0
20,9,1,1,3325,0,60,0
50,9,1,1,0,0,60,0
20,13,1,1,0,0,40,0
40,10,1,1,0,0,45,0
20,10,1,0,0,0,25,0
40,14,1,1,0,0,40,0
50,6,1,1,0,0,36,0
40,10,1,1,0,0,28,0
20,9,1,1,0,0,40,0
30,9,1,1,0,0,40,0
20,13,0,0,3325,0,43,0
70,13,1,1,15831,0,8,1
50,14,1,1,3103,0,40,1
50,9,1,0,0,0,45,0
20,13,1,1,0,0,10,0
30,9,1,1,0,0,45,0
60,2,1,1,0,0,40,0
20,9,1,0,0,0,53,0
50,9,1,1,0,0,40,0
20,10,1,1,0,0,40,0
40,14,1,1,0,0,40,0
40,9,1,1,0,0,40,0
50,13,1,1,0,0,20,0
20,10,1,0,0,0,35,0
19,10,1,0,0,0,20,0
18,9,1,1,0,0,60,0
50,9,1,0,0,0,16,0
20,13,1,0,0,0,40,0
60,13,1,1,0,0,40,0
50,7,1,1,0,0,20,0
50,9,1,0,0,0,20,0
20,9,1,0,0,0,40,0
20,11,1,1,0,0,56,0
40,10,1,1,5178,0,40,1
40,10,1,0,5178,0,40,1
20,9,1,1,0,0,50,0
20,9,1,1,0,0,40,0
20,10,1,0,0,0,10,0
30,13,1,0,0,0,15,0
30,11,1,0,0,0,40,0
20,12,1,1,0,0,20,0
40,9,1,1,0,0,50,0
30,6,1,1,0,0,40,0
40,13,1,1,0,0,40,0
30,9,0,0,0,0,40,0
30,13,1,1,99999,0,60,1
50,6,1,1,0,0,35,0
20,13,1,1,0,0,37,0
30,13,0,1,0,0,70,0
30,13,1,1,0,0,40,0
40,9,1,0,0,0,40,0
19,10,1,1,0,0,15,0
40,13,1,1,0,0,40,0
20,10,0,1,0,0,30,0
50,9,1,1,0,0,50,0
30,10,1,0,0,0,40,0
30,10,1,0,0,0,50,0
50,9,1,1,0,0,35,0
17,7,0,1,0,0,15,0
20,9,1,1,0,0,40,0
30,14,1,0,0,0,50,1
50,15,1,1,0,0,30,0
20,9,1,1,0,0,38,0
30,9,1,1,0,0,40,0
20,9,0,0,0,0,30,0
30,13,1,0,0,0,40,0
30,13,1,1,0,0,45,0
40,14,0,1,0,0,40,0
30,9,1,1,0,0,40,0
50,9,1,1,0,0,40,0
60,14,1,1,0,0,40,1
30,13,1,1,0,0,60,0
50,13,1,0,0,0,40,1
18,8,1,0,0,0,20,0
30,9,1,1,0,0,40,0
30,14,1,1,13550,0,55,1
20,10,1,1,0,0,40,0
60,13,1,1,0,0,50,0
19,10,1,0,0,0,30,0
18,8,1,1,0,0,10,0
40,13,1,1,0,0,72,0
30,9,0,1,0,0,80,0
30,13,1,1,0,0,40,0
20,9,1,1,0,0,40,0
19,10,0,1,0,0,24,0
40,3,1,0,0,0,32,0
40,7,1,0,0,0,25,0
30,13,1,1,0,0,70,0
40,9,1,1,0,0,50,0
40,13,1,1,0,0,40,0
20,13,1,0,0,0,15,0
50,11,1,1,0,0,40,0
60,10,1,0,0,0,40,0
40,9,1,1,0,0,40,0
40,1,1,0,0,0,30,0
20,9,1,0,0,0,35,0
40,13,0,0,99999,0,60,1
30,13,1,1,0,0,62,0
20,9,1,0,0,0,40,0
40,10,1,1,0,0,40,0
30,13,1,1,0,0,40,0
20,14,1,1,0,0,45,0
30,9,1,1,2907,0,99,0
20,9,0,1,0,0,25,0
30,12,1,0,0,0,35,0
30,10,1,1,0,0,52,0
50,7,1,1,0,0,40,0
30,10,1,1,0,0,40,0
40,13,1,1,0,0,40,0
60,10,1,1,0,0,55,0
20,10,1,0,0,0,45,0
20,10,1,0,0,0,25,0
50,11,1,1,0,0,40,0
40,16,1,1,7688,0,50,1
20,9,1,1,0,0,20,0
50,9,1,1,0,0,48,0
40,13,1,1,0,0,37,0
30,11,1,0,0,0,55,1
20,6,1,0,0,0,40,0
50,13,1,1,0,0,50,0
60,9,1,0,99999,0,40,1
30,16,1,1,0,0,60,1
20,10,1,1,0,0,10,0
19,9,0,0,0,0,40,0
30,11,1,1,0,0,40,0
30,14,0,1,7298,0,35,1
20,5,0,1,0,0,40,0
30,10,0,1,0,0,30,0
20,10,1,0,0,0,35,0
20,10,1,0,0,0,55,0
30,10,1,0,0,0,40,0
40,12,1,1,15024,0,50,1
30,10,1,0,0,0,40,0
20,5,1,1,0,0,40,0
50,9,1,0,0,0,15,0
17,7,1,1,0,0,12,0
30,10,0,1,0,0,35,0
20,3,1,1,0,0,40,0
30,9,1,1,0,0,40,0
20,10,0,1,0,0,40,0
30,6,1,1,0,0,40,0
30,13,1,1,0,0,46,0
40,4,1,0,0,0,45,0
40,10,1,1,0,0,40,0
30,13,1,1,4064,0,40,0
30,16,1,0,0,0,60,0
50,12,0,1,0,0,45,0
40,9,1,1,0,0,50,0
60,9,1,0,0,0,40,0
20,10,1,0,0,0,16,0
50,9,1,1,0,0,50,0
30,9,1,1,0,0,40,0
40,12,0,1,0,0,50,0
20,10,0,0,0,0,30,0
40,8,1,1,2407,0,50,0
20,9,1,0,0,0,40,0
20,9,1,1,0,0,30,0
40,10,1,1,0,0,60,0
18,9,1,1,1055,0,25,0
40,15,1,1,99999,0,65,1
30,13,0,1,0,0,60,0
20,11,1,1,0,0,40,0
30,10,1,1,0,0,45,0
50,9,1,1,0,0,40,0
30,4,0,0,0,0,40,0
20,12,1,0,0,0,15,0
30,8,1,1,0,0,40,0
20,10,1,0,0,0,10,0
30,13,1,1,0,0,50,0
20,9,1,1,2174,0,40,0
30,12,0,1,0,0,32,0
20,10,0,1,0,0,30,0
40,14,1,1,0,1902,50,1
20,10,1,1,0,0,40,0
30,9,1,1,0,0,65,0
30,10,1,0,0,0,37,0
60,9,1,1,0,0,24,0
20,13,1,1,0,0,45,0
30,11,1,1,0,2415,40,1
30,10,1,1,0,0,40,0
50,5,1,0,0,0,40,0
40,13,1,0,0,0,40,1
30,9,1,1,0,0,40,0
30,10,1,1,0,0,40,0
50,9,1,1,7298,0,60,1
40,14,1,1,7688,0,50,1
50,14,1,1,0,1977,40,1
40,9,0,1,0,0,40,0
20,10,1,0,0,0,12,0
30,10,0,0,0,0,40,0
30,9,1,0,0,0,60,0
40,10,1,0,0,0,40,0
50,9,1,1,0,0,40,0
40,10,1,1,0,0,35,0
60,9,0,0,0,0,40,0
40,13,1,1,0,0,40,0
50,9,1,1,0,0,40,0
30,10,0,0,0,0,25,0
60,15,1,1,1086,0,60,1
30,10,1,0,0,0,45,0
40,10,1,1,0,0,50,0
20,9,1,0,0,0,40,0
40,13,1,1,0,0,70,0
40,13,1,1,0,0,40,0
60,4,1,1,0,0,60,0
30,9,1,1,0,0,40,0
30,11,1,1,0,0,40,0
50,7,1,1,0,0,40,0
20,10,1,1,0,0,50,0
30,13,1,1,0,1977,40,1
20,9,1,1,0,0,35,0
40,10,1,1,0,0,45,0
20,9,1,1,0,0,25,0
20,9,1,1,0,0,40,0
20,10,1,1,0,0,40,0
50,6,1,1,0,0,40,0
20,9,0,0,0,0,35,0
30,13,0,1,0,0,40,0
40,9,1,0,0,0,40,0
30,10,0,1,0,0,45,0
20,13,1,0,0,0,40,0
50,6,1,1,0,0,40,0
20,8,1,1,0,0,35,0
20,11,1,0,0,0,40,0
30,9,0,0,0,0,20,0
30,9,1,1,0,0,40,0
30,6,1,1,0,0,55,0
30,9,1,1,0,0,80,0
18,9,1,1,0,0,40,0
40,14,1,1,0,0,40,0
60,10,1,1,0,0,45,0
20,9,1,1,0,0,42,0
30,14,1,0,0,0,50,1
40,13,1,1,0,0,70,0
19,9,1,0,0,0,30,0
30,13,0,1,0,0,50,0
40,12,0,0,0,0,40,0
40,10,1,1,5178,0,40,1
30,10,1,1,0,0,60,0
30,13,1,1,0,0,45,0
50,13,1,1,0,0,40,0
20,13,1,0,0,0,40,0
60,10,1,1,15024,0,40,1
20,10,1,1,0,0,40,0
30,13,1,1,0,0,40,0
30,10,1,0,0,0,20,0
20,7,1,0,0,0,15,0
40,9,1,1,3464,0,40,0
50,9,1,0,0,0,40,0
20,13,0,1,0,0,40,0
40,14,1,1,0,0,35,0
50,11,1,1,0,0,40,0
30,6,0,0,0,0,23,0
40,11,0,1,0,0,40,0
60,9,1,1,0,0,60,0
40,9,1,1,0,0,54,0
20,10,1,1,0,0,40,0
30,14,1,1,0,0,45,1
18,9,1,0,0,0,40,0
50,9,1,1,0,0,40,0
40,10,1,0,0,0,40,0
40,10,1,1,0,0,40,0
50,10,1,1,0,0,50,0
40,9,1,1,4650,0,40,0
30,10,1,0,0,0,15,0
30,9,1,0,0,0,32,0
19,10,1,0,0,0,16,0
70,13,1,1,0,0,10,0
40,10,0,1,0,0,40,0
20,9,1,1,0,0,40,0
20,13,1,0,0,0,38,0
17,6,1,0,0,0,12,0
20,10,0,0,3887,0,40,0
17,7,1,0,0,0,20,0
19,9,1,1,0,0,40,0
30,10,1,1,0,0,47,0
60,9,1,1,0,0,40,0
18,6,1,0,0,0,20,0
20,13,1,1,0,0,40,0
19,10,1,0,0,0,25,0
20,13,1,0,0,0,40,0
70,9,1,1,0,0,40,0
20,10,1,1,10520,0,50,1
40,9,0,0,2174,0,40,0
50,5,1,0,0,0,12,0
50,15,0,1,0,0,50,1
40,10,1,1,0,0,72,0
50,14,1,1,0,0,30,0
70,9,1,0,0,0,32,0
50,13,1,1,0,0,40,0
40,9,0,0,0,0,40,0
60,9,1,1,0,0,60,0
60,10,1,1,0,0,40,0
40,9,1,1,0,0,35,0
70,9,1,1,0,0,24,0
20,9,1,1,0,0,40,0
50,9,1,1,7298,0,40,1
30,13,1,1,0,0,30,0
20,7,1,0,0,0,40,0
40,16,1,1,0,0,55,1
60,9,1,1,0,0,15,0
60,7,1,1,1797,0,40,0
40,11,1,1,0,2415,12,1
30,16,1,1,0,0,60,1
50,9,0,1,0,0,40,0
70,9,1,0,0,0,15,0
18,7,1,1,0,0,12,0
70,9,1,0,0,0,40,0
50,11,1,1,0,0,40,0
40,9,1,0,0,0,40,0
40,10,1,1,0,0,38,0
50,16,1,0,0,0,30,1
30,9,1,1,0,0,40,0
30,13,1,1,0,0,63,0
50,14,1,1,0,0,40,0
50,13,1,1,0,1977,50,1
20,10,1,0,0,0,40,0
40,13,1,1,0,0,37,0
30,5,0,0,0,0,40,0
20,9,1,1,0,0,40,0
30,13,0,1,0,0,40,0
20,9,1,0,0,0,40,0
20,13,1,1,0,0,40,0
20,9,1,0,0,0,40,0
70,6,1,1,0,0,4,0
20,9,1,1,0,0,45,0
30,9,1,1,0,0,50,0
60,9,1,1,0,0,40,0
20,13,1,1,8614,0,40,1
20,13,1,0,0,0,45,0
30,9,1,1,2829,0,40,0
40,9,1,0,0,0,15,0
30,9,0,1,0,0,40,0
40,10,1,1,0,0,70,0
40,9,1,0,0,0,40,0
40,9,1,0,0,0,40,0
60,9,1,1,0,0,60,0
30,10,1,0,0,0,40,0
20,9,1,1,0,0,40,0
60,13,1,0,0,0,40,0
60,9,1,1,2538,0,40,0
20,10,1,0,0,0,40,0
50,13,1,1,0,0,40,0
40,14,1,1,0,0,55,0
40,9,1,0,0,0,40,0
40,10,1,1,0,0,40,0
40,9,1,0,0,0,40,0
40,9,0,0,0,0,40,0
19,10,1,0,0,0,15,0
30,13,1,1,0,0,50,0
40,14,0,1,0,0,40,0
30,8,1,1,0,0,40,0
20,13,1,1,0,0,50,0
30,10,1,0,0,0,45,0
30,13,1,1,0,0,50,0
40,2,1,1,0,0,40,0
50,9,1,0,0,0,45,0
30,9,1,1,0,0,40,0
20,15,0,1,0,0,55,0
30,14,1,0,10520,0,50,1
20,10,1,0,0,0,10,0
60,9,1,0,0,0,40,0
20,4,0,1,0,2179,40,0
30,9,1,1,0,0,60,0
30,13,1,1,0,1848,55,0
20,13,1,1,0,0,45,0
50,13,1,1,0,0,40,0
50,10,0,0,0,0,40,0
30,14,1,1,0,0,43,0
40,11,1,1,0,1848,48,1
40,6,1,1,0,0,40,0
40,13,1,0,0,625,40,0
40,9,1,1,0,0,41,0
60,10,1,0,0,0,15,0
18,10,1,1,0,1721,20,0
30,10,1,1,0,0,40,0
40,13,1,0,7688,0,30,1
40,10,1,0,0,0,40,0
40,14,1,1,99999,0,55,1
30,10,1,1,0,0,40,0
70,9,1,0,0,0,4,0
40,10,1,1,0,0,40,0
70,9,1,0,0,0,13,0
20,9,1,1,0,0,40,0
50,14,1,1,0,0,43,0
20,9,1,1,0,0,40,0
60,12,1,0,0,0,7,0
19,10,1,0,0,0,28,0
20,13,1,0,0,0,40,0
19,4,1,1,0,0,60,0
40,13,1,1,0,0,45,0
50,12,1,1,3103,0,30,0
40,9,0,1,0,0,40,0
50,10,1,1,0,0,60,0
40,11,0,1,0,0,40,0
30,11,1,1,0,0,60,0
30,7,1,1,0,0,53,0
30,10,1,1,0,1902,50,1
30,10,0,1,0,0,40,0
19,9,0,0,0,0,40,0
30,14,1,1,0,0,50,0
30,10,1,1,0,0,40,0
20,13,1,0,0,0,20,0
30,9,1,0,0,0,8,0
40,10,1,1,0,0,40,0
20,9,1,1,0,0,40,0
60,9,1,0,0,0,12,0
30,5,1,1,0,0,40,0
40,15,0,1,0,0,60,1
50,9,1,1,0,0,35,0
20,13,1,0,0,0,40,0
30,10,1,1,0,2051,57,0
60,12,1,1,0,0,30,0
20,9,1,0,0,0,40,0
60,10,1,1,9386,0,24,1
19,7,1,0,0,0,20,0
50,10,1,1,0,0,60,0
70,9,1,1,0,0,8,0
20,12,1,0,0,0,16,0
30,10,1,0,0,0,40,0
60,9,1,0,0,0,40,0
40,15,1,1,7688,0,40,1
30,13,1,1,0,0,40,0
50,10,1,1,0,0,40,0
50,10,1,0,0,0,40,1
50,6,0,0,0,0,35,0
20,10,1,1,0,0,36,0
50,15,1,1,0,0,50,0
30,10,1,1,0,0,70,0
70,9,1,1,0,0,40,0
60,9,1,1,0,0,40,0
17,7,1,1,0,0,5,0
30,9,1,1,0,0,40,0
30,15,1,1,0,0,60,1
40,9,1,0,0,0,40,0
18,10,1,1,0,0,25,0
20,5,1,0,0,0,50,0
50,5,1,1,0,0,40,0
50,16,1,1,0,0,40,1
20,5,1,1,0,0,30,0
30,7,1,1,0,880,60,0
40,9,0,1,0,0,40,0
40,16,0,1,0,0,50,1
40,9,1,0,0,0,40,0
20,9,0,1,0,0,40,0
17,6,1,0,0,0,21,0
30,13,1,1,0,0,40,0
30,9,1,1,0,0,80,0
30,9,1,0,0,0,38,0
20,13,1,1,0,0,45,0
50,14,1,0,0,0,40,1
30,10,1,1,7688,0,38,1
50,10,1,0,0,0,40,1
17,6,0,0,0,0,20,0
20,11,1,1,0,0,40,0
30,13,1,1,0,0,50,0
40,9,1,1,2829,0,40,0
50,9,1,0,0,0,35,0
20,5,1,1,0,0,30,0
40,11,1,0,0,0,40,0
30,14,1,1,7688,0,50,1
19,10,1,1,0,0,24,0
20,13,1,1,0,0,20,0
20,10,1,0,0,0,40,0
30,9,0,0,0,0,40,0
20,9,1,1,0,0,50,0
40,9,1,1,0,0,65,0
40,4,1,1,0,0,40,0
30,10,1,0,0,0,26,0
50,9,1,1,0,0,40,0
30,11,0,1,0,0,40,0
30,10,1,0,0,0,40,0
40,16,1,1,0,0,50,1
40,9,1,1,3137,0,40,0
20,9,1,0,2174,0,40,0
20,10,1,1,0,0,40,0
20,10,0,1,0,0,35,0
30,9,1,1,0,0,62,0
20,13,1,1,0,0,40,0
30,13,1,1,0,1902,40,1
40,9,1,0,0,0,50,0
40,9,1,0,0,0,40,0
20,10,1,1,0,0,20,0
40,15,1,0,2354,0,99,1
40,9,1,1,0,1672,50,0
17,5,1,1,0,0,16,0
20,14,0,0,0,0,40,0
60,10,1,1,0,1974,40,0
50,13,1,1,7688,0,50,1
17,7,1,0,0,0,20,0
40,11,1,1,0,0,70,1
40,9,1,1,0,0,50,0
60,12,1,1,15024,0,40,1
40,9,1,1,0,0,45,0
50,13,0,1,0,0,60,0
60,9,1,1,0,0,40,0
30,10,1,1,0,0,50,0
30,8,1,1,0,0,32,0
50,10,1,0,0,0,40,1
30,10,1,0,0,0,40,0
50,4,1,0,0,0,48,0
30,16,1,1,0,1887,50,1
20,10,1,1,7298,0,40,1
40,10,1,1,0,1485,47,0
40,9,1,1,5013,0,24,0
20,9,1,1,0,0,40,0
20,10,1,0,0,0,50,0
40,10,1,0,0,0,28,0
50,10,1,1,0,0,40,0
20,9,1,1,0,2001,50,0
30,10,1,1,0,0,50,0
40,13,1,0,0,0,50,1
20,9,1,0,0,0,20,0
40,10,1,0,0,0,40,0
20,14,0,0,0,0,45,0
30,9,1,1,0,0,50,0
20,10,1,1,0,0,40,0
20,13,1,1,0,0,30,0
30,9,1,0,0,0,40,0
20,9,1,1,0,0,32,0
40,11,1,0,0,0,60,0
30,15,1,0,0,0,80,1
20,10,0,1,0,0,25,0
20,9,0,0,0,0,25,0
20,9,1,0,0,0,99,0
60,11,0,1,0,0,40,0
20,9,1,1,0,0,50,0
30,13,1,1,15024,0,60,1
40,14,1,1,0,0,50,1
50,14,0,1,0,0,40,0
20,13,1,0,0,0,40,0
40,9,1,1,0,0,45,0
30,10,1,1,4101,0,60,0
40,9,1,1,0,0,40,0
40,11,1,0,0,0,40,0
40,13,1,1,0,0,40,0
30,10,1,0,0,0,65,0
30,9,0,1,0,0,45,0
18,10,1,0,0,0,25,0
40,10,1,1,0,0,45,0
30,9,1,1,0,0,40,0
20,10,1,0,0,0,30,0
30,9,1,0,0,0,40,0
20,12,1,0,0,0,78,0
20,9,1,1,5178,0,40,0
60,10,1,1,0,0,28,0
30,12,1,1,0,0,45,0
40,9,1,1,0,0,40,0
40,13,1,1,0,0,51,0
30,13,1,1,0,0,45,0
50,10,1,1,0,0,40,0
30,9,1,0,0,0,40,0
60,9,1,1,0,0,14,0
20,11,0,0,0,0,40,0
40,13,1,0,0,0,45,1
40,10,1,0,0,0,65,1
60,9,1,1,0,0,10,0
40,9,1,1,0,0,70,0
30,13,1,0,0,0,45,1
40,9,1,1,0,0,68,0
20,10,1,0,0,0,40,0
40,9,1,0,0,0,40,0
20,6,1,1,0,0,40,0
30,9,1,1,0,0,40,0
40,13,1,0,0,0,45,1
30,9,1,1,0,0,55,0
30,9,0,0,0,0,20,0
30,13,0,1,0,0,40,0
30,9,1,1,0,0,60,0
30,13,0,1,0,0,60,0
40,10,1,1,0,0,45,0
20,15,1,1,2176,0,40,0
40,12,1,0,0,0,50,1
40,9,1,1,0,1887,55,1
30,13,1,1,0,0,50,0
70,14,1,0,7896,0,50,1
40,9,1,1,0,0,55,0
20,10,1,1,0,0,70,0
60,9,1,1,0,0,35,0
40,16,1,1,0,0,65,1
30,9,1,1,0,1848,50,1
19,8,0,1,0,0,30,0
30,9,1,1,0,0,45,0
70,9,1,1,0,0,40,0
50,13,1,1,0,0,55,0
70,3,1,0,0,0,40,0
50,14,1,1,0,0,50,0
30,13,1,0,0,0,43,1
40,14,1,1,0,0,55,0
60,10,1,1,0,0,40,0
60,4,1,1,2580,0,50,0
50,10,1,0,0,0,16,0
50,7,0,0,3674,0,40,0
30,10,1,1,0,0,45,0
40,12,1,1,0,1902,40,1
20,6,1,0,0,0,40,0
30,7,1,1,0,0,55,0
70,9,0,1,0,0,35,0
40,9,1,1,0,0,40,0
50,9,1,1,0,0,20,0
30,9,1,1,0,0,40,0
50,4,0,1,0,0,40,0
40,9,0,0,0,0,40,0
