age,workclass,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,R
40,Private,11,Never-married,Other-service,Not-in-family,1,1,0,0,40,United-States,0
30,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,Husband,1,1,3103,0,60,United-States,1
30,Private,10,Married-civ-spouse,Prof-specialty,Husband,1,1,0,0,40,United-States,1
20,Self-emp-not-inc,10,Never-married,Farming-fishing,Own-child,1,1,0,0,20,United-States,0
30,Private,11,Married-civ-spouse,Craft-repair,Husband,1,1,0,0,40,United-States,1
30,Private,8,Divorced,Craft-repair,Own-child,1,1,0,0,35,United-States,0
50,Self-emp-inc,9,Married-civ-spouse,Sales,Husband,1,1,0,0,50,United-States,1
40,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,Husband,1,1,0,0,55,United-States,1
60,Private,9,Divorced,Other-service,Not-in-family,1,0,0,0,15,United-States,0
20,Private,10,Never-married,Sales,Own-child,1,1,0,0,40,United-States,0
50,Private,10,Married-civ-spouse,Transport-moving,Husband,1,1,0,1887,45,United-States,1
40,Private,9,Divorced,Craft-repair,Not-in-family,1,1,0,0,37,United-States,0
30,Private,10,Divorced,Adm-clerical,Unmarried,0,0,0,0,40,United-States,0
50,Self-emp-not-inc,16,Married-civ-spouse,Prof-specialty,Husband,1,1,0,0,35,United-States,1
20,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,1,1,0,0,45,United-States,0
30,State-gov,14,Never-married,Prof-specialty,Own-child,1,0,0,0,30,United-States,0
40,Private,10,Divorced,Adm-clerical,Unmarried,1,0,0,0,40,United-States,0
50,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,1,1,0,0,40,United-States,1
40,Self-emp-not-inc,13,Never-married,Sales,Not-in-family,1,1,14084,0,45,United-States,1
60,?,14,Married-civ-spouse,?,Wife,1,0,0,0,40,United-States,1
50,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,1,1,0,0,40,United-States,1
60,?,13,Married-civ-spouse,?,Husband,1,1,0,0,40,Italy,1
20,Private,10,Never-married,Transport-moving,Own-child,1,1,0,0,40,United-States,0
50,Self-emp-inc,9,Divorced,Exec-managerial,Unmarried,1,0,0,0,40,United-States,0
30,Private,9,Married-civ-spouse,Adm-clerical,Husband,1,1,4508,0,24,United-States,1
30,Private,13,Married-civ-spouse,Sales,Husband,1,1,0,0,40,United-States,1
40,Private,14,Never-married,Prof-specialty,Not-in-family,1,1,0,0,35,United-States,0
30,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,1,1,0,0,35,United-States,0
20,Private,10,Never-married,Adm-clerical,Not-in-family,1,0,0,0,40,United-States,0
20,Private,9,Never-married,Adm-clerical,Not-in-family,1,0,0,0,40,United-States,0
20,Private,9,Never-married,Other-service,Own-child,1,0,0,0,30,United-States,0
30,Private,9,Married-civ-spouse,Adm-clerical,Wife,1,0,7298,0,40,United-States,1
50,Private,9,Widowed,Machine-op-inspct,Not-in-family,0,0,0,0,40,United-States,0
30,Self-emp-not-inc,13,Divorced,Exec-managerial,Unmarried,0,0,0,0,30,United-States,0
40,Private,11,Married-civ-spouse,Craft-repair,Husband,0,1,0,0,45,United-States,1
30,Private,9,Married-civ-spouse,Other-service,Husband,1,1,0,0,50,United-States,0
30,Private,9,Married-civ-spouse,Machine-op-inspct,Wife,0,0,0,0,40,United-States,1
60,Private,12,Married-civ-spouse,Sales,Husband,1,1,0,0,30,United-States,1
20,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,1,1,0,0,40,United-States,0
60,?,4,Married-civ-spouse,?,Husband,1,1,0,0,30,United-States,0
40,Private,12,Married-civ-spouse,Machine-op-inspct,Husband,1,1,0,0,40,United-States,1
40,State-gov,9,Divorced,Protective-serv,Not-in-family,1,1,0,0,40,United-States,0
30,?,7,Separated,?,Not-in-family,0,1,0,0,40,United-States,0
30,Private,10,Divorced,Adm-clerical,Unmarried,1,0,0,0,40,United-States,0
30,Private,12,Never-married,Tech-support,Not-in-family,0,1,14344,0,40,England,1
20,Private,9,Never-married,Adm-clerical,Not-in-family,1,1,0,0,40,United-States,0
40,Private,2,Married-civ-spouse,Craft-repair,Husband,1,1,0,0,40,Portugal,0
20,Private,9,Never-married,Other-service,Not-in-family,1,1,0,0,60,United-States,0
18,Private,10,Never-married,Adm-clerical,Own-child,1,0,0,0,15,United-States,0
20,Private,14,Never-married,Adm-clerical,Own-child,1,1,0,0,45,United-States,0
20,Self-emp-inc,9,Never-married,Sales,Not-in-family,1,1,0,0,50,United-States,0
30,Private,9,Married-civ-spouse,Transport-moving,Husband,1,1,5013,0,40,United-States,1
19,Private,1,Never-married,Farming-fishing,Not-in-family,1,1,0,0,36,Hong,0
30,Private,9,Married-civ-spouse,Adm-clerical,Husband,0,1,0,0,40,United-States,0
18,Private,10,Never-married,Other-service,Own-child,0,1,0,0,16,United-States,0
20,Private,10,Never-married,Other-service,Own-child,1,1,0,0,27,United-States,0
30,Private,10,Never-married,Tech-support,Not-in-family,0,1,0,0,40,United-States,0
30,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,1,1,0,0,40,United-States,0
20,Private,10,Married-civ-spouse,Sales,Husband,0,1,0,0,40,?,1
50,State-gov,14,Never-married,Prof-specialty,Not-in-family,1,1,0,0,40,United-States,0
30,Private,9,Separated,Other-service,Unmarried,0,0,0,0,32,United-States,0
30,Private,15,Married-civ-spouse,Prof-specialty,Husband,1,1,0,0,55,United-States,1
30,Private,9,Married-civ-spouse,Transport-moving,Husband,1,1,0,0,40,United-States,0
30,Private,9,Divorced,Other-service,Unmarried,1,0,0,0,70,United-States,0
40,Private,13,Married-civ-spouse,Sales,Husband,1,1,0,0,55,United-States,1
40,Private,9,Married-civ-spouse,Exec-managerial,Husband,1,1,0,0,40,United-States,1
60,Private,9,Widowed,Exec-managerial,Unmarried,1,1,0,0,50,United-States,1
30,?,15,Married-civ-spouse,?,Husband,1,1,0,0,6,Mexico,0
30,Private,9,Never-married,Craft-repair,Not-in-family,0,1,0,0,45,United-States,0
40,Self-emp-inc,8,Divorced,Craft-repair,Not-in-family,1,1,0,0,10,United-States,0
20,Private,13,Never-married,Tech-support,Unmarried,0,0,0,0,40,United-States,0
40,Private,12,Married-civ-spouse,Prof-specialty,Husband,1,1,0,0,40,United-States,1
19,Private,8,Never-married,Adm-clerical,Not-in-family,1,0,0,0,40,United-States,0
40,Federal-gov,9,Married-civ-spouse,Transport-moving,Husband,1,1,0,0,40,United-States,1
30,State-gov,15,Married-civ-spouse,Prof-specialty,Wife,1,0,15024,0,50,United-States,1
40,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,Husband,1,1,0,0,40,United-States,1
50,Private,9,Married-civ-spouse,Sales,Wife,1,0,0,0,4,United-States,1
20,Private,10,Never-married,Adm-clerical,Not-in-family,1,0,0,0,50,United-States,0
20,Private,9,Married-civ-spouse,Transport-moving,Other-relative,1,1,0,0,80,United-States,1
40,Private,9,Married-civ-spouse,Craft-repair,Husband,1,1,0,0,40,United-States,1
40,Private,9,Married-civ-spouse,Craft-repair,Husband,1,1,0,0,40,United-States,1
30,Local-gov,10,Never-married,Craft-repair,Not-in-family,1,1,0,0,40,United-States,0
50,Private,13,Never-married,Sales,Unmarried,1,0,0,0,32,United-States,0
20,Private,6,Married-civ-spouse,Machine-op-inspct,Husband,1,1,0,0,40,Guatemala,0
19,Private,9,Never-married,Other-service,Not-in-family,1,0,0,1719,40,United-States,0
40,Private,9,Separated,Craft-repair,Not-in-family,0,1,0,0,40,United-States,0
30,Self-emp-not-inc,9,Married-civ-spouse,Prof-specialty,Husband,1,1,0,0,50,United-States,1
30,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Other-relative,1,1,0,0,35,Ireland,0
50,Self-emp-not-inc,9,Divorced,Exec-managerial,Not-in-family,1,1,0,0,60,United-States,0
40,Private,14,Married-civ-spouse,Exec-managerial,Husband,0,1,0,0,40,India,1
60,Private,8,Married-civ-spouse,Adm-clerical,Husband,1,1,0,0,40,United-States,1
17,Private,6,Never-married,Sales,Own-child,0,0,0,0,24,United-States,0
20,Self-emp-not-inc,11,Married-civ-spouse,Other-service,Wife,1,0,0,0,45,United-States,1
50,Private,2,Married-civ-spouse,Handlers-cleaners,Husband,1,1,0,0,22,United-States,0
20,State-gov,12,Never-married,Adm-clerical,Own-child,1,0,0,0,40,United-States,0
40,Private,9,Married-civ-spouse,Transport-moving,Husband,1,1,0,0,40,United-States,0
20,Private,9,Never-married,Handlers-cleaners,Unmarried,1,1,0,0,40,United-States,0
20,Private,10,Never-married,Craft-repair,Not-in-family,1,1,0,0,40,United-States,0
20,Private,11,Never-married,Adm-clerical,Own-child,1,0,0,0,37,United-States,0
50,Private,12,Married-civ-spouse,Sales,Husband,1,1,0,0,45,United-States,1
30,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,1,1,0,0,40,United-States,0
20,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,1,1,0,0,50,United-States,0
40,Private,12,Married-civ-spouse,Transport-moving,Husband,1,1,0,0,45,United-States,1
30,Private,10,Married-civ-spouse,Exec-managerial,Husband,1,1,0,0,45,United-States,1
40,Self-emp-inc,10,Married-civ-spouse,Exec-managerial,Husband,1,1,0,0,40,United-States,1
30,Private,10,Never-married,Exec-managerial,Not-in-family,1,0,0,0,17,United-States,0
50,Private,4,Married-civ-spouse,Handlers-cleaners,Husband,1,1,0,0,40,United-States,0
20,Private,9,Married-civ-spouse,Other-service,Own-child,0,1,0,0,25,Philippines,0
50,Private,10,Divorced,Other-service,Unmarried,1,0,0,0,32,United-States,0
20,Private,9,Never-married,Machine-op-inspct,Own-child,0,1,0,0,40,United-States,0
40,Private,13,Married-civ-spouse,Exec-managerial,Husband,0,1,0,0,40,China,1
60,Private,8,Widowed,Machine-op-inspct,Unmarried,1,0,0,0,40,Italy,0
17,Private,6,Never-married,Other-service,Own-child,1,1,0,0,16,United-States,0
30,Private,13,Never-married,Adm-clerical,Not-in-family,1,0,0,0,40,United-States,0
20,Private,9,Married-civ-spouse,Craft-repair,Husband,1,1,0,0,40,United-States,0
30,Private,9,Married-civ-spouse,Farming-fishing,Husband,1,1,0,0,45,United-States,0
40,Self-emp-inc,14,Married-civ-spouse,Exec-managerial,Wife,1,0,0,0,50,United-States,1
19,Private,9,Never-married,Adm-clerical,Own-child,1,0,0,0,40,United-States,0
20,Local-gov,13,Never-married,Prof-specialty,Not-in-family,1,0,0,0,40,United-States,0
40,Private,13,Married-civ-spouse,Exec-managerial,Husband,0,1,0,1902,40,United-States,1
30,Self-emp-inc,10,Never-married,Exec-managerial,Own-child,1,1,0,0,45,United-States,0
50,Private,11,Married-civ-spouse,Craft-repair,Husband,1,1,0,0,40,United-States,1
40,Private,8,Married-civ-spouse,Adm-clerical,Wife,0,0,3103,0,40,United-States,1
20,Private,13,Never-married,Sales,Not-in-family,1,1,0,0,55,Jamaica,0
20,Private,5,Never-married,Machine-op-inspct,Own-child,0,0,0,0,40,Dominican-Republic,0
20,Private,13,Never-married,Sales,Own-child,1,1,0,0,50,United-States,0
30,Private,12,Never-married,Adm-clerical,Not-in-family,1,1,0,0,50,United-States,0
40,Local-gov,13,Married-civ-spouse,Exec-managerial,Husband,1,1,0,1977,48,United-States,1
50,Self-emp-not-inc,9,Married-civ-spouse,Sales,Husband,1,1,0,0,40,England,1
50,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,1,1,0,0,40,United-States,1
30,Private,10,Married-civ-spouse,Handlers-cleaners,Husband,0,1,0,0,40,United-States,0
40,Private,13,Divorced,Handlers-cleaners,Not-in-family,1,1,0,0,43,United-States,0
30,Private,9,Married-civ-spouse,Craft-repair,Husband,1,1,0,0,60,United-States,1
20,Federal-gov,9,Never-married,Exec-managerial,Unmarried,1,0,0,0,70,Puerto-Rico,0
20,Private,13,Never-married,Tech-support,Other-relative,1,1,0,0,50,United-States,0
40,Local-gov,10,Divorced,Craft-repair,Not-in-family,1,1,0,0,40,United-States,0
40,Federal-gov,9,Never-married,Handlers-cleaners,Not-in-family,1,1,0,0,40,United-States,0
30,Private,9,Married-civ-spouse,Prof-specialty,Husband,1,1,0,0,55,United-States,1
60,Private,9,Married-civ-spouse,Exec-managerial,Husband,1,1,0,0,50,United-States,1
40,Self-emp-inc,9,Separated,Exec-managerial,Unmarried,1,1,0,0,40,United-States,0
20,Private,12,Never-married,Adm-clerical,Own-child,1,0,0,0,27,United-States,0
20,Private,9,Never-married,Craft-repair,Own-child,1,1,0,0,40,United-States,0
20,?,10,Never-married,?,Own-child,1,1,0,0,20,United-States,0
40,Private,9,Married-civ-spouse,Exec-managerial,Husband,0,1,0,0,40,United-States,1
30,Private,11,Married-civ-spouse,Transport-moving,Husband,1,1,0,0,99,United-States,1
40,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,1,1,0,0,40,United-States,0
50,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,Husband,0,1,0,0,50,Taiwan,1
60,Federal-gov,13,Divorced,Adm-clerical,Not-in-family,0,0,0,0,40,United-States,1
30,Private,15,Never-married,Prof-specialty,Own-child,1,1,0,0,42,United-States,0
20,Private,9,Married-civ-spouse,Machine-op-inspct,Wife,1,0,0,0,40,United-States,1
20,Private,10,Divorced,Other-service,Not-in-family,1,1,0,0,40,United-States,0
20,Private,13,Never-married,Adm-clerical,Not-in-family,0,0,0,0,40,United-States,0
20,Private,9,Never-married,Prof-specialty,Unmarried,0,1,0,0,40,United-States,0
50,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,1,1,0,0,30,United-States,0
40,State-gov,9,Married-civ-spouse,Handlers-cleaners,Husband,1,1,0,0,40,United-States,0
50,Private,15,Married-civ-spouse,Prof-specialty,Husband,1,1,0,0,45,United-States,1
20,Private,11,Never-married,Tech-support,Not-in-family,1,1,0,0,40,United-States,0
40,Private,14,Married-civ-spouse,Exec-managerial,Husband,1,1,0,1977,40,United-States,1
30,Private,10,Divorced,Adm-clerical,Unmarried,1,0,0,0,40,United-States,0
40,Self-emp-inc,10,Married-civ-spouse,Sales,Husband,1,1,0,0,80,United-States,1
40,Local-gov,13,Married-civ-spouse,Prof-specialty,Husband,1,1,0,0,40,United-States,1
30,?,10,Divorced,?,Unmarried,1,0,0,0,40,United-States,0
20,Private,13,Never-married,Tech-support,Own-child,0,0,0,0,40,Philippines,0
50,Private,7,Married-civ-spouse,Transport-moving,Husband,1,1,0,0,40,United-States,0
60,Private,9,Widowed,Handlers-cleaners,Not-in-family,1,0,0,0,8,United-States,0
20,Private,10,Never-married,Handlers-cleaners,Own-child,1,1,0,0,40,United-States,0
40,Private,10,Married-civ-spouse,Craft-repair,Husband,1,1,0,0,40,United-States,1
30,Private,16,Never-married,Prof-specialty,Not-in-family,1,1,0,0,40,Taiwan,1
30,Private,10,Never-married,Sales,Not-in-family,1,0,0,0,60,United-States,0
50,Self-emp-not-inc,10,Married-civ-spouse,Craft-repair,Husband,0,1,0,0,40,?,1
30,Private,9,Divorced,Craft-repair,Not-in-family,1,1,0,0,40,United-States,0
70,Federal-gov,9,Married-civ-spouse,Adm-clerical,Husband,0,1,0,0,40,United-States,1
50,Local-gov,10,Married-civ-spouse,Craft-repair,Husband,1,1,0,0,40,United-States,1
50,Private,10,Married-civ-spouse,Exec-managerial,Husband,1,1,0,0,45,United-States,1
30,Private,10,Separated,Other-service,Unmarried,1,0,0,0,75,United-States,0
20,Private,9,Never-married,Adm-clerical,Not-in-family,1,0,0,0,40,United-States,0
30,Private,9,Never-married,Machine-op-inspct,Other-relative,1,1,0,0,40,Mexico,0
20,Private,5,Never-married,Other-service,Not-in-family,1,1,0,0,35,United-States,0
18,Private,10,Never-married,Other-service,Own-child,1,1,0,0,20,United-States,0
50,Self-emp-not-inc,10,Married-civ-spouse,Exec-managerial,Husband,1,1,0,0,50,United-States,1
30,Private,14,Married-civ-spouse,Sales,Husband,1,1,0,0,76,United-States,1
19,Private,10,Never-married,Handlers-cleaners,Own-child,1,1,0,0,40,United-States,0
20,Private,10,Never-married,Other-service,Own-child,1,1,0,0,25,United-States,0
60,?,9,Married-civ-spouse,?,Husband,0,1,0,0,24,China,0
50,Private,11,Married-civ-spouse,Exec-managerial,Husband,1,1,0,1977,45,United-States,1
50,Private,4,Married-civ-spouse,Transport-moving,Husband,1,1,0,0,60,United-States,0
30,Federal-gov,9,Never-married,Exec-managerial,Unmarried,1,0,0,1380,40,United-States,0
18,Private,7,Never-married,Handlers-cleaners,Not-in-family,0,1,0,0,40,United-States,0
30,Private,9,Married-civ-spouse,Craft-repair,Husband,1,1,0,0,40,United-States,0
30,Private,9,Divorced,Adm-clerical,Own-child,1,0,0,0,40,United-States,0
30,Private,9,Married-civ-spouse,Craft-repair,Husband,0,1,0,0,40,United-States,1
40,Self-emp-not-inc,13,Married-civ-spouse,Farming-fishing,Husband,1,1,0,0,70,United-States,1
40,?,10,Divorced,?,Not-in-family,1,0,0,0,40,United-States,0
19,Private,9,Never-married,Sales,Own-child,1,1,0,0,35,United-States,0
20,Private,10,Never-married,Adm-clerical,Own-child,1,1,0,0,30,United-States,0
40,Self-emp-not-inc,14,Married-civ-spouse,Farming-fishing,Husband,1,1,0,0,40,United-States,0
18,Private,9,Never-married,Priv-house-serv,Other-relative,1,0,0,0,10,United-States,0
40,Private,10,Married-civ-spouse,Craft-repair,Husband,1,1,7688,0,40,United-States,1
50,Local-gov,9,Widowed,Other-service,Unmarried,0,0,0,0,40,United-States,0
30,Private,10,Married-civ-spouse,Prof-specialty,Husband,1,1,0,0,40,United-States,1
20,Private,14,Never-married,Prof-specialty,Not-in-family,1,0,0,0,40,United-States,0
30,Private,9,Divorced,Other-service,Not-in-family,1,0,0,0,40,United-States,0
30,Private,9,Never-married,Craft-repair,Not-in-family,0,1,0,0,70,South,0
30,Private,10,Separated,Exec-managerial,Not-in-family,1,1,0,0,60,United-States,0
40,Private,14,Married-civ-spouse,Machine-op-inspct,Husband,1,1,0,0,40,United-States,1
70,?,10,Married-civ-spouse,?,Husband,1,1,0,0,20,United-States,0
50,Private,9,Married-civ-spouse,Exec-managerial,Husband,1,1,0,0,55,United-States,1
50,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Husband,1,1,99999,0,45,United-States,1
40,Private,9,Married-civ-spouse,Transport-moving,Husband,1,1,0,0,50,United-States,1
30,Private,14,Never-married,Adm-clerical,Not-in-family,1,0,0,0,50,Italy,0
20,Private,10,Never-married,Handlers-cleaners,Own-child,1,1,0,0,50,United-States,0
40,Private,9,Married-civ-spouse,Craft-repair,Husband,1,1,0,0,40,United-States,1
20,Private,3,Never-married,Sales,Own-child,0,0,0,0,20,Vietnam,0
20,Private,10,Never-married,Farming-fishing,Unmarried,1,1,0,0,45,United-States,0
40,Self-emp-inc,13,Widowed,Prof-specialty,Unmarried,1,0,0,0,40,United-States,1
50,Private,14,Married-civ-spouse,Prof-specialty,Husband,1,1,0,0,40,United-States,1
40,Federal-gov,9,Separated,Adm-clerical,Unmarried,1,0,0,0,40,United-States,0
19,Private,8,Never-married,Handlers-cleaners,Not-in-family,1,1,0,0,40,United-States,0
60,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Wife,1,0,22040,0,40,United-States,1
30,Local-gov,9,Never-married,Protective-serv,Not-in-family,1,1,0,0,40,United-States,0
30,Private,3,Never-married,Other-service,Not-in-family,1,1,0,0,35,United-States,0
30,Private,11,Divorced,Machine-op-inspct,Not-in-family,1,0,0,0,30,United-States,0
60,Private,5,Married-civ-spouse,Sales,Husband,1,1,0,0,40,United-States,0
20,Private,10,Never-married,Adm-clerical,Own-child,1,1,0,0,40,United-States,0
60,Private,5,Married-civ-spouse,Craft-repair,Husband,1,1,0,0,16,United-States,0
20,Private,4,Never-married,Other-service,Other-relative,1,1,0,0,35,Guatemala,0
50,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,1,1,0,1887,60,United-States,1
20,?,10,Never-married,?,Not-in-family,1,1,0,2001,45,United-States,0
40,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,1,1,0,0,50,United-States,0
20,Private,10,Never-married,Sales,Own-child,1,1,0,0,20,United-States,0
40,Local-gov,9,Never-married,Adm-clerical,Own-child,1,0,0,0,40,United-States,0
17,Private,8,Never-married,Sales,Own-child,1,0,0,0,23,United-States,0
40,Private,9,Separated,Other-service,Unmarried,1,0,0,0,47,United-States,0
30,Private,10,Never-married,Craft-repair,Not-in-family,0,1,0,0,40,Laos,0
50,Private,7,Divorced,Craft-repair,Own-child,1,0,0,0,50,United-States,0
20,Self-emp-inc,9,Never-married,Other-service,Not-in-family,0,1,13550,0,50,United-States,1
40,Private,9,Divorced,Other-service,Unmarried,1,0,0,0,33,United-States,0
20,Private,13,Never-married,Sales,Not-in-family,1,1,0,1602,12,United-States,0
18,Private,8,Never-married,Other-service,Own-child,1,1,0,0,27,United-States,0
40,Private,9,Married-civ-spouse,Craft-repair,Husband,1,1,0,0,46,United-States,1
40,Private,10,Divorced,Sales,Not-in-family,1,0,0,0,40,United-States,0
30,Private,13,Divorced,Prof-specialty,Unmarried,0,0,15020,0,45,United-States,1
20,Private,6,Married-civ-spouse,Machine-op-inspct,Wife,1,0,0,0,40,United-States,0
20,Private,10,Separated,Other-service,Own-child,1,0,0,0,40,United-States,0
20,Self-emp-not-inc,9,Married-spouse-absent,Transport-moving,Other-relative,0,1,0,1564,50,India,0
30,Private,13,Married-AF-spouse,Exec-managerial,Wife,1,0,0,0,40,United-States,1
30,Private,5,Married-civ-spouse,Machine-op-inspct,Wife,0,0,0,0,48,United-States,1
30,Private,16,Never-married,Prof-specialty,Not-in-family,1,1,0,0,60,United-States,1
70,?,10,Married-civ-spouse,?,Husband,1,1,0,0,6,United-States,0
60,Private,10,Married-civ-spouse,Adm-clerical,Husband,1,1,0,0,60,United-States,1
18,Private,7,Never-married,Other-service,Own-child,1,0,0,0,20,United-States,0
60,?,9,Divorced,?,Unmarried,1,0,0,0,38,United-States,0
40,Private,13,Married-civ-spouse,Exec-managerial,Husband,1,1,4386,0,50,United-States,1
40,Private,9,Divorced,Transport-moving,Not-in-family,1,1,0,1980,46,United-States,0
60,?,9,Married-civ-spouse,?,Husband,1,1,0,0,40,United-States,0
30,Private,13,Never-married,Exec-managerial,Own-child,0,0,0,0,40,United-States,0
30,Private,10,Never-married,Machine-op-inspct,Not-in-family,0,1,0,0,40,United-States,0
20,Private,6,Never-married,Craft-repair,Not-in-family,1,1,0,0,48,United-States,0
50,Private,14,Married-civ-spouse,Prof-specialty,Husband,1,1,0,0,40,United-States,1
40,Private,13,Married-civ-spouse,Prof-specialty,Husband,1,1,0,0,40,United-States,1
20,Private,14,Married-civ-spouse,Sales,Husband,1,1,7298,0,40,United-States,1
50,Private,10,Married-civ-spouse,Prof-specialty,Wife,1,0,0,0,40,United-States,1
20,Private,6,Never-married,Machine-op-inspct,Own-child,0,1,0,0,45,United-States,0
20,?,14,Never-married,?,Not-in-family,0,0,0,0,40,Japan,0
30,Private,9,Divorced,Exec-managerial,Unmarried,0,0,0,0,40,United-States,0
20,Private,9,Never-married,Handlers-cleaners,Own-child,1,1,0,0,40,United-States,0
40,Private,9,Never-married,Adm-clerical,Not-in-family,1,0,0,0,40,United-States,0
40,Private,9,Divorced,Other-service,Not-in-family,1,0,0,0,40,United-States,0
20,Private,13,Married-civ-spouse,Tech-support,Husband,1,1,0,0,40,United-States,1
40,Private,10,Married-civ-spouse,Transport-moving,Husband,1,1,0,0,55,United-States,1
40,Private,8,Divorced,Transport-moving,Unmarried,0,1,0,0,40,United-States,0
20,Private,10,Never-married,Tech-support,Not-in-family,1,1,0,0,54,United-States,0
20,State-gov,13,Married-civ-spouse,Exec-managerial,Wife,1,0,0,0,40,United-States,1
30,Private,7,Married-civ-spouse,Handlers-cleaners,Husband,1,1,0,0,40,Columbia,0
20,State-gov,10,Never-married,Adm-clerical,Not-in-family,1,0,0,0,15,United-States,0
40,Private,10,Married-civ-spouse,Sales,Husband,1,1,0,0,65,United-States,1
30,Private,9,Married-civ-spouse,Other-service,Husband,1,1,0,0,45,United-States,0
20,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,1,1,0,0,50,United-States,0
20,Private,11,Divorced,Exec-managerial,Not-in-family,1,1,10520,0,50,United-States,1
50,Local-gov,10,Married-civ-spouse,Prof-specialty,Husband,1,1,0,0,40,United-States,1
20,Self-emp-inc,12,Never-married,Prof-specialty,Other-relative,0,0,0,0,40,United-States,0
40,Private,10,Never-married,Adm-clerical,Own-child,1,0,0,0,40,United-States,0
18,Self-emp-not-inc,7,Never-married,Craft-repair,Own-child,1,1,0,0,40,United-States,0
30,Private,9,Never-married,Other-service,Not-in-family,1,1,0,0,40,United-States,0
60,Private,9,Widowed,Sales,Not-in-family,1,0,0,0,43,United-States,0
30,Private,5,Separated,Priv-house-serv,Unmarried,1,0,0,0,16,Mexico,0
20,Private,9,Never-married,Craft-repair,Own-child,0,1,0,0,40,United-States,0
40,Private,10,Never-married,Exec-managerial,Not-in-family,1,1,0,0,50,United-States,0
50,Private,10,Married-civ-spouse,Transport-moving,Husband,1,1,15024,0,60,Canada,1
30,Private,13,Married-civ-spouse,Sales,Husband,1,1,7688,0,50,United-States,1
20,Private,9,Married-civ-spouse,Transport-moving,Husband,0,1,0,0,55,United-States,1
40,Private,9,Married-civ-spouse,Machine-op-inspct,Wife,0,0,0,0,40,?,1
70,Private,10,Widowed,Sales,Not-in-family,1,0,0,0,34,United-States,0
18,?,9,Never-married,?,Other-relative,0,0,0,0,12,United-States,0
30,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,0,1,0,0,40,Vietnam,0
19,?,10,Never-married,?,Other-relative,0,0,0,0,40,United-States,0
30,Private,11,Married-civ-spouse,Machine-op-inspct,Husband,1,1,0,0,48,United-States,1
30,Private,9,Married-civ-spouse,Adm-clerical,Husband,1,1,0,0,40,United-States,0
50,Self-emp-inc,10,Married-civ-spouse,Craft-repair,Husband,1,1,0,0,70,United-States,1
50,Private,7,Married-civ-spouse,Transport-moving,Husband,0,1,0,0,40,United-States,0
30,Private,9,Divorced,Exec-managerial,Unmarried,1,0,0,0,40,United-States,0
30,Private,9,Married-civ-spouse,Craft-repair,Husband,1,1,0,0,40,United-States,0
30,Private,6,Married-civ-spouse,Machine-op-inspct,Husband,1,1,0,0,40,United-States,0
40,?,11,Married-civ-spouse,?,Husband,1,1,0,0,15,United-States,0
30,Private,9,Married-civ-spouse,Craft-repair,Husband,1,1,0,0,40,United-States,0
60,Federal-gov,4,Widowed,Other-service,Unmarried,1,0,0,0,30,Puerto-Rico,0
40,Private,13,Married-civ-spouse,Exec-managerial,Husband,1,1,0,0,50,United-States,1
20,Private,10,Never-married,Adm-clerical,Not-in-family,1,1,0,0,20,United-States,0
20,Private,13,Never-married,Adm-clerical,Own-child,1,0,1055,0,30,United-States,0
50,Private,13,Married-civ-spouse,Exec-managerial,Husband,0,1,4508,0,40,South,1
40,Self-emp-not-inc,14,Married-civ-spouse,Sales,Husband,1,1,3103,0,50,United-States,1
50,Private,6,Married-civ-spouse,Other-service,Husband,1,1,0,0,35,Cuba,0
20,Private,9,Married-spouse-absent,Sales,Unmarried,1,0,0,0,25,United-States,0
20,Local-gov,7,Married-civ-spouse,Handlers-cleaners,Husband,1,1,0,0,40,United-States,0
20,?,9,Never-married,?,Not-in-family,0,0,0,0,40,United-States,0
40,Private,9,Separated,Sales,Unmarried,0,0,0,0,25,United-States,0
40,Private,3,Married-civ-spouse,Handlers-cleaners,Husband,1,1,0,0,40,Mexico,0
30,Local-gov,10,Never-married,Adm-clerical,Own-child,0,0,0,0,40,United-States,0
